ilosc,nazwaUczelni,nazwaKierunku,nazwaStopnia
39,LOTNICZA AKADEMIA WOJSKOWA W DĘBLINIE                                                                                                                                                                                                                          ,Nawigacja,Studia drugiego stopnia
39,MAŁOPOLSKA WYŻSZA SZKOŁA EKONOMICZNA W TARNOWIE                                                                                                                                                                                                                ,Pedagogika,Studia pierwszego stopnia
39,PAŃSTWOWA SZKOŁA WYŻSZA IM. PAPIEŻA JANA PAWŁA II W BIAŁEJ PODLASKIEJ                                                                                                                                                                                          ,Bezpieczeństwo narodowe,Studia drugiego stopnia
39,PAŃSTWOWA UCZELNIA ZAWODOWA WE WŁOCŁAWKU                                                                                                                                                                                                                       ,Finanse i rachunkowość,Studia pierwszego stopnia
39,PAŃSTWOWA WYŻSZA SZKOŁA ZAWODOWA IM. WITELONA W LEGNICY                                                                                                                                                                                                        ,Pielęgniarstwo,Studia drugiego stopnia
39,PAŃSTWOWA WYŻSZA SZKOŁA ZAWODOWA W KONINIE                                                                                                                                                                                                                     ,Finanse i rachunkowość,Studia pierwszego stopnia
39,PODKARPACKA SZKOŁA WYŻSZA IM. BŁ. KS. WŁADYSŁAWA FINDYSZA W JAŚLE                                                                                                                                                                                              ,Ekonomia,Studia drugiego stopnia
39,POLITECHNIKA CZĘSTOCHOWSKA                                                                                                                                                                                                                                     ,Informatyka,Studia drugiego stopnia
39,POLITECHNIKA KRAKOWSKA IM. TADEUSZA KOŚCIUSZKI                                                                                                                                                                                                                 ,Inżynieria biomedyczna,Studia pierwszego stopnia
39,POLITECHNIKA ŁÓDZKA                                                                                                                                                                                                                                            ,Elektrotechnika,Studia pierwszego stopnia
39,POLITECHNIKA ŁÓDZKA                                                                                                                                                                                                                                            ,Inżynieria bezpieczeństwa pracy,Studia pierwszego stopnia
39,POLITECHNIKA POZNAŃSKA                                                                                                                                                                                                                                         ,Inżynieria chemiczna i procesowa,Studia drugiego stopnia
39,POLITECHNIKA WARSZAWSKA                                                                                                                                                                                                                                        ,Matematyka,Studia pierwszego stopnia
39,POLITECHNIKA WARSZAWSKA                                                                                                                                                                                                                                        ,Matematyka,Studia pierwszego stopnia
39,POLITECHNIKA WROCŁAWSKA                                                                                                                                                                                                                                        ,Górnictwo i geologia,Studia drugiego stopnia
39,ŚLĄSKI UNIWERSYTET MEDYCZNY W KATOWICACH                                                                                                                                                                                                                       ,Zdrowie publiczne,Studia drugiego stopnia
39,UNIWERSYTET EKONOMICZNY W KRAKOWIE                                                                                                                                                                                                                             ,Innowacje w biznesie,Studia pierwszego stopnia
39,UNIWERSYTET EKONOMICZNY W KRAKOWIE                                                                                                                                                                                                                             ,Towaroznawstwo,Studia pierwszego stopnia
39,UNIWERSYTET GDAŃSKI                                                                                                                                                                                                                                            ,Biologia medyczna,Studia drugiego stopnia
39,UNIWERSYTET GDAŃSKI                                                                                                                                                                                                                                            ,Logopedia,Studia pierwszego stopnia
39,UNIWERSYTET ŁÓDZKI                                                                                                                                                                                                                                             ,Przedsiębiorczość i zarządzanie innowacjami,Studia pierwszego stopnia
39,UNIWERSYTET MIKOŁAJA KOPERNIKA W TORUNIU                                                                                                                                                                                                                       ,Biologia sądowa,Studia pierwszego stopnia
39,UNIWERSYTET OPOLSKI                                                                                                                                                                                                                                            ,Dziennikarstwo i komunikacja społeczna,Studia pierwszego stopnia
39,UNIWERSYTET PRZYRODNICZO-HUMANISTYCZNY W SIEDLCACH                                                                                                                                                                                                             ,Informatyka,Studia pierwszego stopnia
39,UNIWERSYTET PRZYRODNICZO-HUMANISTYCZNY W SIEDLCACH                                                                                                                                                                                                             ,Informatyka,Studia pierwszego stopnia
39,UNIWERSYTET RZESZOWSKI                                                                                                                                                                                                                                         ,Systemy diagnostyczne w medycynie,Studia pierwszego stopnia
39,UNIWERSYTET TECHNOLOGICZNO-HUMANISTYCZNY  IM. KAZIMIERZA PUŁASKIEGO W RADOMIU                                                                                                                                                                                  ,Wychowanie fizyczne,Studia pierwszego stopnia
39,UNIWERSYTET TECHNOLOGICZNO-HUMANISTYCZNY  IM. KAZIMIERZA PUŁASKIEGO W RADOMIU                                                                                                                                                                                  ,Elektrotechnika,Studia drugiego stopnia
39,UNIWERSYTET TECHNOLOGICZNO-HUMANISTYCZNY  IM. KAZIMIERZA PUŁASKIEGO W RADOMIU                                                                                                                                                                                  ,Wychowanie fizyczne,Studia pierwszego stopnia
39,UNIWERSYTET TECHNOLOGICZNO-HUMANISTYCZNY  IM. KAZIMIERZA PUŁASKIEGO W RADOMIU                                                                                                                                                                                  ,Elektrotechnika,Studia drugiego stopnia
39,UNIWERSYTET TECHNOLOGICZNO-PRZYRODNICZY IM. JANA I JĘDRZEJA ŚNIADECKICH W BYDGOSZCZY                                                                                                                                                                           ,Elektrotechnika,Studia pierwszego stopnia
39,UNIWERSYTET W BIAŁYMSTOKU                                                                                                                                                                                                                                      ,Praca socjalna,Studia pierwszego stopnia
39,UNIWERSYTET WARSZAWSKI                                                                                                                                                                                                                                         ,Fizyka,Studia drugiego stopnia
39,UNIWERSYTET WARSZAWSKI                                                                                                                                                                                                                                         ,Fizyka,Studia drugiego stopnia
39,UNIWERSYTET ZIELONOGÓRSKI                                                                                                                                                                                                                                      ,Filologia,Studia drugiego stopnia
39,WYŻSZA SZKOŁA AGROBIZNESU W ŁOMŻY                                                                                                                                                                                                                              ,Rolnictwo,Studia drugiego stopnia
39,WYŻSZA SZKOŁA BANKOWA W TORUNIU                                                                                                                                                                                                                                ,Inżynieria zarządzania,Studia drugiego stopnia
39,WYŻSZA SZKOŁA BEZPIECZEŃSTWA I OCHRONY IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO W WARSZAWIE                                                                                                                                                                           ,Bezpieczeństwo wewnętrzne,Studia pierwszego stopnia
39,WYŻSZA SZKOŁA BEZPIECZEŃSTWA I OCHRONY IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO W WARSZAWIE                                                                                                                                                                           ,Bezpieczeństwo wewnętrzne,Studia pierwszego stopnia
39,"WYŻSZA SZKOŁA EKONOMII, PRAWA I NAUK MEDYCZNYCH IM. PROF. EDWARDA LIPIŃSKIEGO W KIELCACH                                                                                                                                                                       ",Finanse i rachunkowość,Studia pierwszego stopnia
39,WYŻSZA SZKOŁA GOSPODARKI EUROREGIONALNEJ IM. ALCIE DE GASPERI W JÓZEFOWIE                                                                                                                                                                                      ,Bezpieczeństwo wewnętrzne,Studia pierwszego stopnia
39,WYŻSZA SZKOŁA GOSPODARKI EUROREGIONALNEJ IM. ALCIE DE GASPERI W JÓZEFOWIE                                                                                                                                                                                      ,Bezpieczeństwo wewnętrzne,Studia pierwszego stopnia
39,WYŻSZA SZKOŁA HUMANITAS W SOSNOWCU                                                                                                                                                                                                                             ,Psychologia,Studia pierwszego stopnia
39,WYŻSZA SZKOŁA MENEDŻERSKA W WARSZAWIE                                                                                                                                                                                                                          ,Bezpieczeństwo narodowe,Studia pierwszego stopnia
39,WYŻSZA SZKOŁA MENEDŻERSKA W WARSZAWIE                                                                                                                                                                                                                          ,Bezpieczeństwo narodowe,Studia pierwszego stopnia
39,WYŻSZA SZKOŁA ZARZĄDZANIA I COACHINGU WE WROCŁAWIU                                                                                                                                                                                                             ,Sport,Studia pierwszego stopnia
39,ZACHODNIOPOMORSKI UNIWERSYTET TECHNOLOGICZNY W SZCZECINIE                                                                                                                                                                                                      ,Architektura i urbanistyka,Studia drugiego stopnia
40,AKADEMIA GÓRNICZO-HUTNICZA IM. STANISŁAWA STASZICA W KRAKOWIE                                                                                                                                                                                                  ,Energetyka odnawialna i zarządzanie energią,Studia drugiego stopnia
40,AKADEMIA MORSKA W SZCZECINIE                                                                                                                                                                                                                                   ,Zarządzanie i inżynieria produkcji,Studia drugiego stopnia
40,AKADEMIA MUZYCZNA IM. FELIKSA NOWOWIEJSKIEGO W BYDGOSZCZY                                                                                                                                                                                                      ,Instrumentalistyka,Studia drugiego stopnia
40,AKADEMIA WYCHOWANIA FIZYCZNEGO IM. JERZEGO KUKUCZKI W KATOWICACH                                                                                                                                                                                               ,Bezpieczeństwo wewnętrzne,Studia pierwszego stopnia
40,GNIEŹNIEŃSKA SZKOŁA WYŻSZA MILENIUM                                                                                                                                                                                                                            ,Pedagogika,Studia pierwszego stopnia
40,KRAKOWSKA AKADEMIA IM. ANDRZEJA FRYCZA MODRZEWSKIEGO                                                                                                                                                                                                           ,Turystyka i rekreacja,Studia pierwszego stopnia
40,KRAKOWSKA WYŻSZA SZKOŁA PROMOCJI ZDROWIA                                                                                                                                                                                                                       ,Dietetyka i ekologiczna żywność,Studia drugiego stopnia
40,MIĘDZYNARODOWA WYŻSZA SZKOŁA LOGISTYKI I TRANSPORTU WE WROCŁAWIU                                                                                                                                                                                               ,Transport,Studia pierwszego stopnia
40,PAŃSTWOWA UCZELNIA ZAWODOWA IM. PROF. STANISŁAWA TARNOWSKIEGO W TARNOBRZEGU                                                                                                                                                                                    ,Bezpieczeństwo wewnętrzne,Studia pierwszego stopnia
40,PAŃSTWOWA UCZELNIA ZAWODOWA W CIECHANOWIE                                                                                                                                                                                                                      ,Informatyka,Studia pierwszego stopnia
40,PAŃSTWOWA UCZELNIA ZAWODOWA W CIECHANOWIE                                                                                                                                                                                                                      ,Informatyka,Studia pierwszego stopnia
40,PAŃSTWOWA WYŻSZA SZKOŁA ZAWODOWA IM. JANA AMOSA KOMEŃSKIEGO W LESZNIE                                                                                                                                                                                          ,Filologia,Studia pierwszego stopnia
40,PAŃSTWOWA WYŻSZA SZKOŁA ZAWODOWA IM. PROF. EDWARDA F. SZCZEPANIKA W SUWAŁKACH                                                                                                                                                                                  ,Ekonomia,Studia drugiego stopnia
40,PAŃSTWOWA WYŻSZA SZKOŁA ZAWODOWA W GŁOGOWIE                                                                                                                                                                                                                    ,Finanse i rachunkowość,Studia pierwszego stopnia
40,PAŃSTWOWA WYŻSZA SZKOŁA ZAWODOWA W KONINIE                                                                                                                                                                                                                     ,Logistyka,Studia pierwszego stopnia
40,PAŃSTWOWA WYŻSZA SZKOŁA ZAWODOWA W NYSIE                                                                                                                                                                                                                       ,Bezpieczeństwo wewnętrzne,Studia drugiego stopnia
40,POLITECHNIKA BIAŁOSTOCKA                                                                                                                                                                                                                                       ,Zarządzanie i inżynieria produkcji,Studia pierwszego stopnia
40,POLITECHNIKA ŁÓDZKA                                                                                                                                                                                                                                            ,Matematyka stosowana,Studia pierwszego stopnia
40,POLITECHNIKA RZESZOWSKA IM. IGNACEGO ŁUKASIEWICZA                                                                                                                                                                                                              ,Biotechnologia,Studia pierwszego stopnia
40,POLITECHNIKA WROCŁAWSKA                                                                                                                                                                                                                                        ,Transport,Studia pierwszego stopnia
40,SPOŁECZNA AKADEMIA NAUK W ŁODZI                                                                                                                                                                                                                                ,Ekonomia,Studia drugiego stopnia
40,SZKOŁA GŁÓWNA GOSPODARSTWA WIEJSKIEGO W WARSZAWIE                                                                                                                                                                                                              ,Projektowanie żywności,Studia drugiego stopnia
40,SZKOŁA GŁÓWNA GOSPODARSTWA WIEJSKIEGO W WARSZAWIE                                                                                                                                                                                                              ,Projektowanie żywności,Studia drugiego stopnia
40,UNIWERSYTET EKONOMICZNY W KATOWICACH                                                                                                                                                                                                                           ,International business,Studia pierwszego stopnia
40,UNIWERSYTET EKONOMICZNY W KRAKOWIE                                                                                                                                                                                                                             ,Analityka gospodarcza,Studia pierwszego stopnia
40,UNIWERSYTET GDAŃSKI                                                                                                                                                                                                                                            ,Biotechnologia,Studia drugiego stopnia
40,UNIWERSYTET IM. ADAMA MICKIEWICZA W POZNANIU                                                                                                                                                                                                                   ,Biotechnologia,Studia drugiego stopnia
40,UNIWERSYTET IM. ADAMA MICKIEWICZA W POZNANIU                                                                                                                                                                                                                   ,Geografia,Studia drugiego stopnia
40,UNIWERSYTET JANA KOCHANOWSKIEGO W KIELCACH                                                                                                                                                                                                                     ,Dziennikarstwo i komunikacja społeczna,Studia pierwszego stopnia
40,UNIWERSYTET KAZIMIERZA WIELKIEGO W BYDGOSZCZY                                                                                                                                                                                                                  ,Bezpieczeństwo narodowe,Studia pierwszego stopnia
40,UNIWERSYTET MARII CURIE-SKŁODOWSKIEJ W LUBLINIE                                                                                                                                                                                                                ,Lingwistyka stosowana,Studia drugiego stopnia
40,UNIWERSYTET MEDYCZNY W LUBLINIE                                                                                                                                                                                                                                ,Położnictwo,Studia drugiego stopnia
40,UNIWERSYTET MEDYCZNY W LUBLINIE                                                                                                                                                                                                                                ,Dietetyka,Studia pierwszego stopnia
40,UNIWERSYTET PRZYRODNICZO-HUMANISTYCZNY W SIEDLCACH                                                                                                                                                                                                             ,Logistyka,Studia drugiego stopnia
40,UNIWERSYTET PRZYRODNICZO-HUMANISTYCZNY W SIEDLCACH                                                                                                                                                                                                             ,Logistyka,Studia drugiego stopnia
40,UNIWERSYTET ROLNICZY IM. HUGONA KOŁŁĄTAJA W KRAKOWIE                                                                                                                                                                                                           ,Odnawialne źródła energii i gospodarka odpadami,Studia pierwszego stopnia
40,UNIWERSYTET ROLNICZY IM. HUGONA KOŁŁĄTAJA W KRAKOWIE                                                                                                                                                                                                           ,Odnawialne źródła energii i gospodarka odpadami,Studia drugiego stopnia
40,UNIWERSYTET RZESZOWSKI                                                                                                                                                                                                                                         ,Zdrowie publiczne,Studia drugiego stopnia
40,UNIWERSYTET ŚLĄSKI W KATOWICACH                                                                                                                                                                                                                                ,Informatyka stosowana,Studia pierwszego stopnia
40,UNIWERSYTET TECHNOLOGICZNO-HUMANISTYCZNY  IM. KAZIMIERZA PUŁASKIEGO W RADOMIU                                                                                                                                                                                  ,Prawo,Studia magisterskie jednolite
40,UNIWERSYTET TECHNOLOGICZNO-HUMANISTYCZNY  IM. KAZIMIERZA PUŁASKIEGO W RADOMIU                                                                                                                                                                                  ,Prawo,Studia magisterskie jednolite
40,UNIWERSYTET WARMIŃSKO-MAZURSKI W OLSZTYNIE                                                                                                                                                                                                                     ,Informatyka,Studia drugiego stopnia
40,UNIWERSYTET WARSZAWSKI                                                                                                                                                                                                                                         ,Logopedia ogólna i kliniczna,Studia pierwszego stopnia
40,UNIWERSYTET WARSZAWSKI                                                                                                                                                                                                                                         ,Samorząd terytorialny i polityka regionalna,Studia pierwszego stopnia
40,UNIWERSYTET WARSZAWSKI                                                                                                                                                                                                                                         ,Biologia,Studia drugiego stopnia
40,UNIWERSYTET WARSZAWSKI                                                                                                                                                                                                                                         ,Biotechnologia,Studia pierwszego stopnia
40,UNIWERSYTET WARSZAWSKI                                                                                                                                                                                                                                         ,Logopedia ogólna i kliniczna,Studia pierwszego stopnia
40,UNIWERSYTET WARSZAWSKI                                                                                                                                                                                                                                         ,Samorząd terytorialny i polityka regionalna,Studia pierwszego stopnia
40,UNIWERSYTET WARSZAWSKI                                                                                                                                                                                                                                         ,Biologia,Studia drugiego stopnia
40,UNIWERSYTET WARSZAWSKI                                                                                                                                                                                                                                         ,Biotechnologia,Studia pierwszego stopnia
40,UNIWERSYTET WROCŁAWSKI                                                                                                                                                                                                                                         ,Genetyka i biologia eksperymentalna,Studia drugiego stopnia
40,UNIWERSYTET WROCŁAWSKI                                                                                                                                                                                                                                         ,Gospodarka przestrzenna,Studia pierwszego stopnia
40,UNIWERSYTET WROCŁAWSKI                                                                                                                                                                                                                                         ,Informatyka,Studia pierwszego stopnia
40,WYŻSZA SZKOŁA AGROBIZNESU W ŁOMŻY                                                                                                                                                                                                                              ,Bezpieczeństwo wewnętrzne,Studia pierwszego stopnia
40,WYŻSZA SZKOŁA HANDLOWA W RADOMIU                                                                                                                                                                                                                               ,Finanse i rachunkowość,Studia pierwszego stopnia
40,WYŻSZA SZKOŁA HANDLOWA W RADOMIU                                                                                                                                                                                                                               ,Finanse i rachunkowość,Studia pierwszego stopnia
40,WYŻSZA SZKOŁA INFORMATYKI I ZARZĄDZANIA IM. PROF. TADEUSZA KOTARBIŃSKIEGO W OLSZTYNIE                                                                                                                                                                          ,Zarządzanie,Studia pierwszego stopnia
40,ZACHODNIOPOMORSKI UNIWERSYTET TECHNOLOGICZNY W SZCZECINIE                                                                                                                                                                                                      ,Architektura i urbanistyka,Studia pierwszego stopnia
41,AKADEMIA GÓRNICZO-HUTNICZA IM. STANISŁAWA STASZICA W KRAKOWIE                                                                                                                                                                                                  ,Informatyka społeczna,Studia pierwszego stopnia
41,AKADEMIA GÓRNICZO-HUTNICZA IM. STANISŁAWA STASZICA W KRAKOWIE                                                                                                                                                                                                  ,Informatyka i ekonometria,Studia drugiego stopnia
41,AKADEMIA IGNATIANUM W KRAKOWIE                                                                                                                                                                                                                                 ,Turystyka i rekreacja,Studia pierwszego stopnia
41,AKADEMIA IM. JAKUBA Z PARADYŻA W GORZOWIE WIELKOPOLSKIM                                                                                                                                                                                                        ,Filologia,Studia pierwszego stopnia
41,AKADEMIA TECHNICZNO-HUMANISTYCZNA W BIELSKU-BIAŁEJ                                                                                                                                                                                                             ,Zarządzanie i inżynieria produkcji,Studia drugiego stopnia
41,BIELSKA WYŻSZA SZKOŁA IM. JÓZEFA TYSZKIEWICZA W BIELSKU-BIAŁEJ                                                                                                                                                                                                 ,Architektura wnętrz,Studia pierwszego stopnia
41,KARKONOSKA PAŃSTWOWA SZKOŁA WYŻSZA W JELENIEJ GÓRZE                                                                                                                                                                                                            ,Filologia,Studia pierwszego stopnia
41,KATOLICKI UNIWERSYTET LUBELSKI JANA PAWŁA II                                                                                                                                                                                                                   ,Pedagogika specjalna,Studia pierwszego stopnia
41,KATOLICKI UNIWERSYTET LUBELSKI JANA PAWŁA II                                                                                                                                                                                                                   ,Informatyka,Studia drugiego stopnia
41,KOLEGIUM JAGIELLOŃSKIE - TORUŃSKA SZKOŁA WYŻSZA                                                                                                                                                                                                                ,Administracja,Studia pierwszego stopnia
41,KRAKOWSKA AKADEMIA IM. ANDRZEJA FRYCZA MODRZEWSKIEGO                                                                                                                                                                                                           ,Pedagogika,Studia drugiego stopnia
41,PAŃSTWOWA WYŻSZA SZKOŁA ZAWODOWA W TARNOWIE                                                                                                                                                                                                                    ,Praca socjalna,Studia pierwszego stopnia
41,POLITECHNIKA CZĘSTOCHOWSKA                                                                                                                                                                                                                                     ,Elektrotechnika,Studia pierwszego stopnia
41,POLITECHNIKA LUBELSKA                                                                                                                                                                                                                                          ,Marketing i komunikacja rynkowa,Studia pierwszego stopnia
41,POLITECHNIKA ŁÓDZKA                                                                                                                                                                                                                                            ,Energetyka,Studia pierwszego stopnia
41,POLITECHNIKA OPOLSKA                                                                                                                                                                                                                                           ,Logistyka,Studia drugiego stopnia
41,POLITECHNIKA ŚLĄSKA W GLIWICACH                                                                                                                                                                                                                                ,Pedagogika,Studia pierwszego stopnia
41,POLITECHNIKA ŚLĄSKA W GLIWICACH                                                                                                                                                                                                                                ,Matematyka,Studia pierwszego stopnia
41,POLITECHNIKA WARSZAWSKA                                                                                                                                                                                                                                        ,Elektronika,Studia drugiego stopnia
41,POLITECHNIKA WARSZAWSKA                                                                                                                                                                                                                                        ,Elektronika,Studia drugiego stopnia
41,POLITECHNIKA WROCŁAWSKA                                                                                                                                                                                                                                        ,Mechatronika,Studia drugiego stopnia
41,ŚLĄSKI UNIWERSYTET MEDYCZNY W KATOWICACH                                                                                                                                                                                                                       ,Biotechnologia medyczna,Studia drugiego stopnia
41,UCZELNIA TECHNICZNO-HANDLOWA IM. HELENY CHODKOWSKIEJ W WARSZAWIE                                                                                                                                                                                               ,Stosunki międzynarodowe,Studia pierwszego stopnia
41,UCZELNIA TECHNICZNO-HANDLOWA IM. HELENY CHODKOWSKIEJ W WARSZAWIE                                                                                                                                                                                               ,Stosunki międzynarodowe,Studia pierwszego stopnia
41,UNIWERSYTET EKONOMICZNY W KATOWICACH                                                                                                                                                                                                                           ,Analityka gospodarcza,Studia pierwszego stopnia
41,UNIWERSYTET EKONOMICZNY W KATOWICACH                                                                                                                                                                                                                           ,Dziennikarstwo i komunikacja społeczna,Studia pierwszego stopnia
41,UNIWERSYTET EKONOMICZNY WE WROCŁAWIU                                                                                                                                                                                                                           ,Gospodarka przestrzenna,Studia drugiego stopnia
41,UNIWERSYTET GDAŃSKI                                                                                                                                                                                                                                            ,Pedagogika,Studia pierwszego stopnia
41,UNIWERSYTET GDAŃSKI                                                                                                                                                                                                                                            ,Skandynawistyka,Studia pierwszego stopnia
41,UNIWERSYTET GDAŃSKI                                                                                                                                                                                                                                            ,Bezpieczeństwo narodowe,Studia pierwszego stopnia
41,UNIWERSYTET IM. ADAMA MICKIEWICZA W POZNANIU                                                                                                                                                                                                                   ,Politologia,Studia drugiego stopnia
41,UNIWERSYTET JAGIELLOŃSKI W KRAKOWIE                                                                                                                                                                                                                            ,Język polski w komunikacji społecznej,Studia drugiego stopnia
41,UNIWERSYTET ŁÓDZKI                                                                                                                                                                                                                                             ,Filologia,Studia drugiego stopnia
41,UNIWERSYTET ŁÓDZKI                                                                                                                                                                                                                                             ,Logopedia,Studia drugiego stopnia
41,UNIWERSYTET MIKOŁAJA KOPERNIKA W TORUNIU                                                                                                                                                                                                                       ,Ratownictwo medyczne,Studia pierwszego stopnia
41,UNIWERSYTET PEDAGOGICZNY IM. KOMISJI EDUKACJI NARODOWEJ W KRAKOWIE                                                                                                                                                                                             ,Wzornictwo,Studia pierwszego stopnia
41,UNIWERSYTET PEDAGOGICZNY IM. KOMISJI EDUKACJI NARODOWEJ W KRAKOWIE                                                                                                                                                                                             ,Praca socjalna,Studia drugiego stopnia
41,UNIWERSYTET PRZYRODNICZY W LUBLINIE                                                                                                                                                                                                                            ,Gospodarka przestrzenna,Studia pierwszego stopnia
41,UNIWERSYTET PRZYRODNICZY W LUBLINIE                                                                                                                                                                                                                            ,Turystyka i rekreacja,Studia pierwszego stopnia
41,UNIWERSYTET PRZYRODNICZY W POZNANIU                                                                                                                                                                                                                            ,Technologia drewna,Studia pierwszego stopnia
41,UNIWERSYTET ŚLĄSKI W KATOWICACH                                                                                                                                                                                                                                ,Historia,Studia pierwszego stopnia
41,UNIWERSYTET ŚLĄSKI W KATOWICACH                                                                                                                                                                                                                                ,Politologia,Studia drugiego stopnia
41,UNIWERSYTET TECHNOLOGICZNO-HUMANISTYCZNY  IM. KAZIMIERZA PUŁASKIEGO W RADOMIU                                                                                                                                                                                  ,Pedagogika,Studia pierwszego stopnia
